ID,query
1029,Tabaco
1030,Ereván
1031,Séneca
1032,Distrito autónomo de Nenetsia
1033,Óblast de Nizhni Nóvgorod
1034,Benceno
1035,Aprendizaje automático
1036,Guillermo II de Alemania
1037,Hermanos Grimm
1038,Submarino
1039,Catedral
1040,Catedral de Notre Dame (París)
1041,Rojo
1042,Río Níger
1043,Foco (geometría)
1044,Grupo Local
1045,Villa (población)
1046,39 a. C.
1047,15 a. C.
1048,Autobiografía
1049,Unidad de disco óptico
1050,Islas Feroe
1051,Grus grus
1052,Arroz
1053,Rafael Sanzio
1054,Idioma tamil
1055,República de Sajá
1056,Mayo de 1968 en Francia
1057,Siglo XVII
1058,Siglo XV
1059,Siglo XII
1060,Hedonismo
1061,Aleksandr Pushkin
1062,Toxicología
1063,Feminismo
1064,Ideología
1065,Kilimanjaro
1066,Pueblo judío
1067,Luis XVIII de Francia
1068,Ducha
1069,Fonema
1070,Alfabeto árabe
1071,Alfabeto griego
1072,Literatura
1073,Sueño en el pabellón rojo
1074,Ilíada
1075,Clip
1076,Ciro II el Grande
1077,Timur Kan
1078,Revolución rusa
1079,Euskera
1080,Virgo (constelación)
1081,Valence (Francia)
1082,Escorpio (constelación)
1083,Idioma esloveno
1084,Correo electrónico
1085,Estatua de la Libertad
1086,Crater (constelación)
1087,Idioma galés
1088,Sistema nervioso
1089,Epistemología
1090,Confucianismo
1091,Útero
1092,Aeropuerto de Berlín-Tegel
1093,Música clásica
1094,Congreso Nacional Indio
1095,Gerontología
1096,Lepus (constelación)
1097,Hércules (constelación)
1098,Uva
1099,Ingeniería
1100,Tratado de la Unión Europea
1101,Calendario juliano
1102,El Pentágono
1103,Coche bomba
1104,Sal común
1105,Aeronave
1106,Radiactividad
1107,Vidrio
1108,Teorema de Pitágoras
1109,Demostración en matemática
1110,Raúl González Blanco
1111,Componente electrónico
1112,Edad del Bronce
1113,Edad del Hierro
1114,Beck (músico)
1115,Pinus
1116,Odontología
1117,Arco (arquitectura)
1118,Pirineos
1119,Teoría de números
1120,Gastronomía de Rusia
1121,Guerra hispano-estadounidense
1122,Mira (estrella)
1123,Latina (Italia)
1124,Ragusa (Sicilia)
1125,Contenido libre
1126,Fecha juliana
1127,Dominio de nivel superior
1128,Catálogo Messier
1129,Provincia de Cuneo
1130,Provincia de Biella
1131,Desdémona (satélite)
1132,Belinda (satélite)
1133,Provincia de Novara
1134,Provincia de Potenza
1135,Escápula
1136,Bandera de Rusia
1137,Calificación escolar
1138,Ácido acetilsalicílico
1139,Bordado
1140,Modelo estándar de la física de partículas
1141,Metáfora
1142,Charadrius alexandrinus
1143,Aeropuerto de Roma-Fiumicino
1144,Tinamidae
1145,Lenguas romances
1146,Uria aalge
1147,Pueblos germánicos
1148,Psicología humanista
1149,Psicología cognitiva
1150,Allium sativum
1151,Termo
1152,Palestina (región)
1153,Número atómico
1154,Juan XXIII
1155,Ártico
1156,Anas platyrhynchos
1157,Resistencia eléctrica
1158,Obra de teatro
1159,Corvus frugilegus
1160,Siglo X a. C.
1161,Chroicocephalus ridibundus
1162,Aleksandr Glazunov
1163,Haematopus ostralegus
1164,Scolopax rusticola
1165,Charadrius hiaticula
1166,Islas Cook
1167,Larus hyperboreus
1168,Thalasseus sandvicensis
1169,Cultura maya
1170,Partido Republicano (Estados Unidos)
1171,Reino de los Países Bajos
1172,Programación orientada a aspectos
1173,Nuestra Señora de Guadalupe (México)
1174,Serguéi Shoigú
1175,Ceres (mitología)
1176,Universidad de Taiwán
1177,Explosión cámbrica
1178,Idioma filipino
1179,Idioma ingusetio
1180,Idioma calmuco
1181,Idioma livonio
1182,Lenguas tai-kadai
1183,Teología
1184,La ventana indiscreta
1185,Disco compacto
1186,Adjetivo
1187,Rayos X
1188,Colina Capitolina
1189,Islas Georgias del Sur y Sándwich del Sur
1190,Proverbio
1191,Mar de Mármara
1192,Premio Nobel de la Paz
1193,259 a. C.
1194,Libro Rojo de Mao
1195,Putsch de Múnich
1196,Península del Sinaí
1197,Regiones de Francia
1198,Abd al-Málik
1199,Cuadrilátero
1200,Chino clásico
1201,Recta
1202,Federico Guillermo III de Prusia
1203,Granizo
1204,Guerra del Golfo
1205,Mercado
1206,Premio Nobel de Literatura
1207,Sello postal
1208,4 a. C.
1209,8 a. C.
1210,Perro policía
1211,Gasolina
1212,Mitocondria
1213,Ali Ibn Abi Tálib
1214,Evangelio de Lucas
1215,Playa
1216,Palanca
1217,Nueva Guinea
1218,Abogado
1219,Lot (bíblico)
1220,Heráclito
1221,Organización territorial de Corea del Sur
1222,88 a. C.
1223,54 a. C.
1224,Tribunal de justicia
1225,Juan I Tzimisces
1226,León VI el Sabio
1227,Constantino X Ducas
1228,Constantino VIII
1229,Andrónico I Comneno
1230,76 a. C.
1231,Distrito federal de Siberia
1232,Río Mosa
1233,Ácido cis-butenodioico
1234,Partido Federalista
1235,Vándalos
1236,101 a. C.
1237,Domingo de Ramos
1238,78 a. C.
1239,Idioma anglosajón
1240,66 a. C.
1241,Escándalo Watergate
1242,201 a. C.
1243,Guerra de Troya
1244,Pared
1245,Animismo
1246,Hemoglobina
1247,Neurona
1248,Rubí
1249,Río Zambeze
1250,Bandera de Japón
1251,Momia
1252,Federación
1253,Benjamín Netanyahu
1254,Pío X
1255,León I el Magno
1256,Masculino
1257,104 a. C.
1258,Bashar al-Ásad
1259,Teocracia
1260,Ayuno
1261,Prefectura de Tochigi
1262,233 a. C.
1263,232 a. C.
1264,151 a. C.
1265,Orgánulo
1266,174 a. C.
1267,Programa Apolo
1268,132 a. C.
1269,280 a. C.
1270,Corte Penal Internacional
1271,Mar de Noruega
1272,Éfeso
1273,295 a. C.
1274,Arquitectura del paisaje
1275,Estrecho de Malaca
1276,Estrecho de Magallanes
1277,Ave de presa
1278,Máquina de coser
1279,Stockton (California)
1280,Bakersfield (California)
1281,Armas de destrucción masiva
1282,Estrella binaria
1283,Ecuación algebraica
1284,Número compuesto
1285,La diligencia
1286,Universidad Técnica de Berlín
1287,Gustavo V de Suecia
1288,Juan III Sobieski
1289,Vladislao I de Polonia
1290,Segismundo I Jagellón el Viejo
1291,Voivodato de Pequeña Polonia
1292,Condado de Providence
1293,Transbordador espacial Columbia
1294,Reunificación alemana
1295,Mohamed bin Rashid Al Maktum
1296,Teófilo (emperador)
1297,Andrógeno
1298,Pierre-Augustin de Beaumarchais
1299,Potala
1300,Refracción
1301,217 a. C.
1302,321 a. C.
1303,Guerras médicas
1304,Paleoceno
1305,Plioceno
1306,427 a. C.
1307,332 a. C.
1308,Materia oscura
1309,470 a. C.
1310,284 a. C.
1311,Dmitri Shostakóvich
1312,339 a. C.
1313,358 a. C.
1314,Adenosín trifosfato
1315,Felipe de Edimburgo
1316,Adulto
1317,Gas mostaza
1318,268 a. C.
1319,Levante mediterráneo
1320,Clavecín
1321,Categoría gramatical
1322,450 a. C.
1323,262 a. C.
1324,Bandera de Noruega
1325,Centauro
1326,367 a. C.
1327,Normandos
1328,Halterofilia
1329,Festividades judías
1330,Paulo IV
1331,Trifolium
1332,Copa Mundial de Fútbol de 1994
1333,Grand Slam (tenis)
1334,Número de registro CAS
1335,Compañía (fuerzas armadas)
1336,Fracción del Ejército Rojo
1337,Bandera de Liechtenstein
1338,Síndrome respiratorio agudo grave
1339,Odoacro
1340,Guerra mundial
1341,Compás (instrumento)
1342,Iglesia Adventista del Séptimo Día
1343,Federico Guillermo I de Prusia
1344,Farmacéutico
1345,Casa de Lancaster
1346,The Bourne Identity
1347,Electrón de valencia
1348,Leonid Kantoróvich
1349,Monte Paektu
1350,Rea
1351,The Great Escape
1352,Punto crítico (termodinámica)
1353,Ortodoncia
1354,Freaky Friday (película de 2003)
1355,Clonación
1356,Socialdemocracia
1357,Marejada ciclónica
1358,Jakob Bernoulli
1359,William Thomson
1360,Alfabeto manchú
1361,Triplete (deportes)
1362,Carassius auratus
1363,Fusil
1364,Convenio de Bonn
1365,Templo del Cielo
1366,Lago Alberto (África)
1367,Cambio climático
1368,Magnitud adimensional
1369,Vómito
1370,Incesto
1371,Totalitarismo
1372,Jerjes I
1373,Corriente marina
1374,Isabel I de Rusia
1375,Pacto Ribbentrop-Mólotov
1376,Bandera de Rumania
1377,Atlas (mitología)
1378,Harún al-Rashid
1379,Polibio
1380,Islas Heard y McDonald
1381,Bandera de Vietnam
1382,Futurismo
1383,Palacio de Schönbrunn
1384,Lucha libre profesional
1385,Epístola de Judas
1386,Corona islandesa
1387,Agricultor
1388,Evangelio de Tomás
1389,Copa Mundial de Fútbol de 1938
1390,Anatoli Kárpov
1391,Toalla
1392,Hidróxido de potasio
1393,Micenas
1394,Bubulcus ibis
1395,Trigonella foenum-graecum
1396,Era de los Descubrimientos
1397,Daltonismo
1398,Copa Mundial de Fútbol de 1966
1399,Luis VII de Francia
1400,Nicolás V
1401,Muro de las Lamentaciones
1402,Ácido fumárico
1403,Eusebio de Cesarea
1404,Polietileno
1405,Placa dental
1406,Coscoroba coscoroba
1407,Palacio Apostólico
1408,Disolvente
1409,Edipo rey
1410,Otakar II de Bohemia
1411,Fernando III de Habsburgo
1412,Fernando I del Sacro Imperio Romano Germánico
1413,Decano (química)
1414,Batalla de Leipzig
1415,Abdulaziz bin Saúd
1416,Universidad de Heidelberg
1417,Conflicto israelí-palestino
1418,Federico I de Prusia
1419,Mstislav Rostropóvich
1420,Universidad Humboldt de Berlín
1421,Monticola solitarius
1422,Federico Guillermo II de Prusia
1423,Francia Oriental
1424,Pacto Tripartito
1425,Alekséi Nikoláyevich Románov
1426,Sitio de Sebastopol (1941-1942)
1427,Beda
1428,Versión (música)
1429,Copa FIFA Confederaciones 2005
1430,Reloj de cuco
1431,Medicago sativa
1432,Ecumenismo
1433,Yiyongjun Jinxingqu
1434,Condado de Sussex (Delaware)
1435,Marco de la República Democrática Alemana
1436,Museo de Pérgamo
1437,Alfredo de Sajonia-Coburgo-Gotha
1438,Álgebra abstracta
1439,Arturo de Connaught (1850-1942)
1440,Bandera de Ghana
1441,Juego de rol
1442,Alerta temprana y control aerotransportado
1443,Catarismo
1444,Criminología
1445,Síndrome de muerte súbita del lactante
1446,Keops
1447,Mesosfera
1448,Glucólisis
1449,Legión romana
1450,Henrio
1451,Experiencia
1452,Gran Incendio de Londres
1453,La Atalaya (revista)
1454,Bacteriófago
1455,Batalla de Lepanto
1456,Ecuación de Schrödinger
1457,Salto de altura
1458,Ola
1459,Provincia del Noroeste
1460,Software de aplicación
1461,Segmento
1462,Bandera de Macedonia del Norte
1463,Streptopelia turtur
1464,Escalera de mano
1465,Número algebraico
1466,Guante
1467,Óblast de Poltava
1468,Bandera de Malí
1469,Señales de tráfico
1470,Obús autopropulsado M109
1471,Concilio de Calcedonia
1472,Tienda de campaña
1473,Robótica
1474,Corona (tocado)
1475,Locomotora de vapor
1476,Lengua aglutinante
1477,Batalla de Trafalgar
1478,Otus scops
1479,Individualismo
1480,Monte Kenia
1481,Paladar
1482,Antipapa
1483,Electrónica digital
1484,Producto cartesiano
1485,Paréntesis
1486,Glucógeno
1487,Umm al-Qaywayn
1488,Varianza
1489,Transistor de efecto campo
1490,Renderización
1491,Reacción en cadena de la polimerasa
1492,Estereorradián
1493,Organización Mundial de la Propiedad Intelectual
1494,Esteban I de Hungría
1495,Alanos
1496,Cálculo renal
1497,Herencia genética
1498,Gran Lago Salado
1499,Compresor (máquina)
1500,Número de Reynolds
1501,Io (mitología)
1502,Eschrichtius robustus
1503,Hipótesis de Sapir-Whorf
1504,Esquí de fondo
1505,Vitamina B5
1506,Reloj de arena
1507,Síncope
1508,Obús
1509,Kilómetro por hora
1510,Ingeniería mecatrónica
1511,Deconstrucción
1512,Pares craneales
1513,Mar lunar
1514,Muawiya ibn Abi Sufyán
1515,Magnetita
1516,Frecuencia modulada
1517,Pragmática
1518,Mar de Bohai
1519,Ireneo de Lyon
1520,Aptenodytes patagonicus
1521,Copa Intercontinental
1522,Canal de Corinto
1523,Luminaria fluorescente
1524,Fisiocracia
1525,Termoquímica
1526,Demiurgo
1527,Globo aerostático
1528,Pelecanus crispus
1529,Cadena de caracteres
1530,Biocenosis
1531,Radio por Internet
1532,Tornasol
1533,Intervalo (matemática)
1534,Transición de fase
1535,Aleksandr Kolchak
1536,Diseño gráfico
1537,Campo vectorial
1538,Oleg Blojín
1539,Gacha
1540,Geografía económica
1541,Triple salto
1542,Recocido
1543,Branta ruficollis
1544,Turf (hípica)
1545,Etnia tibetana
1546,Bernardo de Claraval
1547,Apartamento
1548,Acuerdos de Bretton Woods
1549,Cinturones de Van Allen
1550,Capilaridad
1551,Ahmed Yasín
1552,Columpio
1553,Sólidos platónicos
1554,Castillo Himeji
1555,Isaías (profeta)
1556,Sharjah
1557,Biblioteca (informática)
1558,Etnocentrismo
1559,Trastornos del ritmo cardíaco
1560,Tableta digitalizadora
1561,Acromegalia
1562,Salud pública
1563,Nervio trigémino
1564,Doom (videojuego de 1993)
1565,Frente (meteorología)
1566,Turbina de vapor
1567,Tinta electrónica
1568,Materialismo histórico
1569,Adenosina
1570,Cojinete
1571,Partido Laborista (Noruega)
1572,Kanato de Siberia
1573,Sistema antibloqueo de ruedas
1574,Modo mayor
1575,Dólar de Singapur
1576,Estado Bolívar
1577,Escala pentatónica
1578,Hela
1579,1500 metros
1580,León II (emperador)
1581,Aleutas
1582,Número ordinal (teoría de conjuntos)
1583,Año fiscal
1584,Galaxia lenticular
1585,Katiusha
1586,Tarjeta postal
1587,Navegación a vela
1588,Dibujo técnico
1589,Orden dórico
1590,Fideo
1591,Academia de Atenas
1592,Movimiento propio
1593,Elementos del grupo 5
1594,Diatomita
1595,Aeropuerto Internacional de Dubái
1596,Conmutación de paquetes
1597,Allium ascalonicum
1598,El Terror
1599,Etilenglicol
1600,Calendario lunisolar
1601,Montes Tatras
1602,Rosacruz
1603,Estrecho de Kara
1604,Honda (arma)
1605,Casa de Saboya
1606,Cinturón de seguridad
1607,Islas de Nueva Siberia
1608,Monarquía romana
1609,Picus canus
1610,Motacilla cinerea
1611,Libro de Judit
1612,Choeropsis liberiensis
1613,Transbordador espacial Enterprise
1614,Gaspard Coriolis
1615,Napier (Nueva Zelanda)
1616,Siglo XXI a. C.
1617,Mitología egipcia
1618,Gulash
1619,Lagopus muta
1620,Hipótesis de Riemann
1621,Revolución por minuto
1622,Tabla de multiplicar
1623,Arrastre (física)
1624,Clúster (informática)
1625,Cuarta Internacional
1626,Canal de Sicilia
1627,Constructivismo (arte)
1628,El último samurái
1629,ER (serie de televisión)
1630,Quetzal (moneda)
1631,Césped
1632,Acrofobia
1633,Programa Saliut
1634,Era común
1635,Lago de Bolsena
1636,Carrusel
1637,Gavia adamsii
1638,Trirreme
1639,Equilibrio hidrostático
1640,Verruga genital
1641,Consonante labiodental
1642,Picoides tridactylus
1643,Dinastía Vasa
1644,Purasangre
1645,Muestreo digital
1646,Marcha
1647,Vuelo 103 de Pan Am
1648,Historia de la alta velocidad ferroviaria
1649,Sueño de movimientos oculares rápidos
1650,Permitividad
1651,Acuerdo Sykes-Picot
1652,Casa de Visconti
1653,Herencia (informática)
1654,Condicionamiento clásico
1655,La montaña mágica
1656,Estequiometría
1657,Misión diplomática
1658,Biología del desarrollo
1659,Espacio prehilbertiano
1660,Crucero de batalla
1661,Carlos Felipe de Suecia
1662,Fibra alimentaria
1663,Orden de la Jarretera
1664,Bebida energizante
1665,Mapa topográfico
1666,Federación de Malí
1667,Gestor de ventanas
1668,Pedagogía Waldorf
1669,Inverso multiplicativo
1670,Ferrimagnetismo
1671,Ataque suicida
1672,Ley de Beer-Lambert
1673,Función meromorfa
1674,Tabla de verdad
1675,Transformación de Galileo
1676,Misionero
1677,Deontología (ética)
1678,Napoleón Eugenio Luis Bonaparte
1679,Multiplexación
1680,Manuscritos de Nag Hammadi
1681,Guerra del Chaco
1682,Creatina
1683,Consonante lateral
1684,Biplano
1685,Sistema multipartidista
1686,Siglo XXXI a. C.
1687,352 a. C.
1688,Curio (unidad)
1689,Falco naumanni
1690,Mijaíl Kalinin
1691,Trabalenguas
1692,Nacionalidad
1693,400 metros vallas
1694,401 a. C.
1695,Berenguela de Castilla
1696,Grus japonensis
1697,422 a. C.
1698,423 a. C.
1699,424 a. C.
1700,Provincia de Chiang Mai
1701,435 a. C.
1702,436 a. C.
1703,442 a. C.
1704,Reflexión interna total
1705,451 a. C.
1706,455 a. C.
1707,465 a. C.
1708,477 a. C.
1709,487 a. C.
1710,Complejo (química)
1711,Literatura española
1712,Batería (artillería)
1713,Anthus cervinus
1714,Iodopovidona
1715,Cinco Dinastías
1716,Misil aire-aire
1717,Sulfuro de carbono
1718,Provincia de Phatthalung
1719,Salto a la cuerda
1720,Claqué
1721,Provincia de Nan
1722,Quiste (biología)
1723,Alicia de Gloucester
1724,Condado de Taitung
1725,Calígula (desambiguación)
1726,Provincia de Nongbua Lamphu
1727,Autosimilitud
1728,Agua carbonatada
1729,Temperatura absoluta
1730,Hipersexualidad
1731,Imamíes
1732,800 metros
1733,Estrecho de Tsugaru
1734,Islas Gilbert
1735,Cementerio de Montparnasse
1736,Esferas de piedra de Costa Rica
1737,Mijaíl Súslov
1738,Al-Arabi SC (Catar)
1739,Historia del anime
1740,Nicodemo
1741,Árbol AVL
1742,Antibiótico betalactámico
1743,Conan el Bárbaro (película de 1982)
1744,Ricardo de York
1745,Fernando I de las Dos Sicilias
1746,Andréi Grechko
1747,Igualdad ante la ley
1748,Lengua fusionante
1749,Presbicia
1750,Dirección postal
1751,Proliferación de algas
1752,Reumatología
1753,Provincia de Chanthaburi
1754,Phylloscopus inornatus
1755,Hejal
1756,Búfer de datos
1757,Cachemira (fibra)
1758,Cordillera del Líbano
1759,Matriz ortogonal
1760,Función de transferencia
1761,Detergente
1762,Ópera de Pekín
1763,Provincia de Ratchaburi
1764,Provincia de Saraburi
1765,Cloruro de vinilo
1766,Rush Hour (desambiguación)
1767,Ácido adípico
1768,Física aplicada
1769,Condado de Clark (Kansas)
1770,País recientemente industrializado
1771,Sumador
1772,Provincia de Sisaket
1773,Provincia de Sukhothai
1774,Teoría de la gran unificación
1775,Coste marginal
1776,Transformación afín
1777,Distrito federal del Noroeste
1778,Derecho de familia
1779,Teorema de los números primos
1780,Ecozona afrotropical
1781,Distribución de Bernoulli
1782,Cruz cristiana
1783,Escuela de Praga
1784,Reino Medang
1785,Ácido sórbico
1786,Ácido oxaloacético
1787,Cianuro de sodio
1788,Aspartato aminotransferasa
1789,Clorocromato de piridinio
1790,Enzima digestiva
1791,Azul de metileno
1792,Actividad (química)
1793,"1,6-hexanodiamina"
1794,República de Tanganica
1795,Apóstrofo
1796,Amasia
1797,Izat Ibrahim al Duri
1798,Abanico aluvial
1799,BMW Serie 3
1800,Extremismo
1801,"Corre, Lola, corre"
1802,Reactor de agua en ebullición
1803,Cine de ciencia ficción
1804,Mecánica de suelos
1805,Maquiavelismo
1806,Tratado de Waitangi
1807,Psicología experimental
1808,Tribunal Penal Internacional para Ruanda
1809,Paleolítico superior
1810,Las Crónicas de Narnia
1811,Etnia coreana
1812,Radio covalente
1813,Austenita
1814,Método justo a tiempo
1815,Qarajánidas
1816,Charada
1817,Sobreaceleración
1818,Fuerzas Armadas de Turquía
1819,Estado del Delta
1820,Frente de Liberación de Mozambique
1821,Dinastía Xin
1822,Célula dendrítica
1823,Cosquillas
1824,Indulto
1825,Pueblo griego
1826,"Christian Dior, S. A."
1827,Procesador multinúcleo
1828,Síndrome de Williams
1829,Rigidez
1830,Antiferromagnetismo
1831,Salón literario
1832,Sistema de coordenadas universal transversal de Mercator
1833,Estación Yoyogi
1834,Cinematografía
1835,Curva de Lissajous
1836,Onda de gravedad
1837,Aythya collaris
1838,Condensador (termodinámica)
1839,Número irracional
1840,Batalla de Peleliu
1841,Gastronomía de Brasil
1842,Barras de control
1843,Prefectura de Hiroshima
1844,Gastronomía de España
1845,Asiento eyectable
1846,Transformada rápida de Fourier
1847,Palabra (informática)
1848,Seguro de vida
1849,Alpes japoneses
1850,Hemoptisis
1851,Oxyura jamaicensis
1852,Líneas de Balmer
1853,Medley (natación)
1854,Giotto (sonda espacial)
1855,Hipótesis del simio acuático
1856,Dinastía Pala
1857,Sensibilidad química múltiple
1858,Captura de movimiento
1859,Bombardero en picado
1860,Parque nacional Purnululu
1861,Re bemol mayor
1862,Twister (película)
1863,Oirates
1864,Ferrocarril del Sur de Manchuria
1865,Batalla de las Salomón Orientales
1866,Prisión de Sugamo
1867,Elecciones presidenciales de Estados Unidos de 1984
1868,Diplomacia de cañonero
1869,Año nuevo japonés
1870,Polígono regular
1871,Phalacrocorax auritus
1872,Taxi (película de 1998)
1873,Problemas del milenio
1874,Panteísmo
1875,Budismo en Japón
1876,Neártico
1877,Resolución óptica
1878,Reformado catalítico
1879,Alfabeto persa
1880,Bomba de vacío
1881,Clases de complejidad P y NP
1882,Radiocomunicación por microondas
1883,Provincia de Luang Prabang
1884,Comunicación entre procesos
1885,Rebelión de los Turbantes Amarillos
1886,Vuelo espacial tripulado
1887,Medicina tradicional
1888,Sol de medianoche
1889,KochiKame
1890,Azophi (cráter)
1891,Isla King (Australia)
1892,Golfo de Honduras
1893,Alteración (música)
1894,Vehículo de ingenieros
1895,Unión Matemática Internacional
1896,Muelle (construcción)
1897,Batimiento
1898,Batalla de los Acantilados Rojos
1899,Exploración física
1900,Gastronomía de Tailandia
1901,Copa de Oro de la Concacaf 1998
1902,Pakistán Oriental
1903,La mala educación
1904,Lenguaje de consulta
1905,Cine catástrofe
1906,Crucero acorazado
1907,Función completa
1908,Corriente de desplazamiento
1909,Reino lombardo
1910,Puerto de red
1911,Billy Martin (béisbol)
1912,Servicio de Inteligencia Extranjera
1913,Silbido
1914,Fuerzas aerotransportadas
1915,Campeonato Mundial de Tenis de Mesa
1916,Nuevo Azerbaiyán
1917,Bombardeo de Shimonoseki
1918,Diagrama de Pourbaix
1919,Espectroscopia de fotoelectrones emitidos por rayos X
1920,Transposición de Claisen
1921,Cinetocoro
1922,Física computacional
1923,Plastificante
1924,Breve (signo diacrítico)
1925,Fa mayor
1926,Cultura Nok
1927,Viento geostrófico
1928,Ecozona
1929,Batalla naval (juego)
1930,Universidad de Tokai
1931,Fórmula (expresión)
1932,Primera guerra ítalo-etíope
1933,Filosofía griega
1934,Do mayor
1935,Músculo esquelético
1936,Halcyon pileata
1937,Misil aire-superficie
1938,Medicina regenerativa
1939,Iglesia congregacional
1940,Ingeniería del valor
1941,Emulador de terminal
1942,Nugget de pollo
1943,Do sostenido mayor
1944,Dólar canadiense
1945,Re mayor
1946,Familia Rockefeller
1947,Si mayor
1948,Museo Nacional Romano
1949,Somalia Sudoccidental
1950,Mapa autoorganizado
1951,Golden Week
1952,Corte Suprema de Justicia de Japón
1953,Meditaciones
1954,Universidad Sofía de Tokio
1955,Modelo de espacio vectorial
1956,Universidad Nacional de Yokohama
1957,Shiki (novela)
1958,Cuatro cuatros
1959,Esponja (utensilio)
1960,Compañía telefónica
1961,Nagato (1920)
1962,El (dios semítico)
1963,Psicología transpersonal
1964,Radio definida por software
1965,Revolución indonesia
1966,Planificación de los requerimientos de material
1967,Escuela historicista alemana de economía
1968,Desarrollo de un nuevo producto
1969,Teoría del conflicto
1970,Consejero de Seguridad Nacional
1971,Bujía de precalentamiento
1972,Día festivo
1973,Territorio Francés de los Afars y de los Issas
1974,Víktor Yanukóvich
1975,Test de tolerancia oral a la glucosa
1976,Juego de guerra
1977,Educación mediática
1978,Señorío
1979,Segunda mutación consonántica
1980,Disipador
1981,Arrabbiata
1982,Hombre tigre
1983,Reforma (construcción)
1984,Jefe de Gobierno
1985,Pájaro de Saqqara
1986,Producto (mercadotecnia)
1987,Mecanismo de defensa
1988,Estanque
1989,Panteón (mitología)
1990,Arma química
1991,Contabilidad
1992,Estado islámico
1993,Codificador
1994,Entonación
1995,Prefijo binario
1996,Sexo grupal
1997,Menaquinona
1998,Invento
1999,Mortero (utensilio)
